告警定义号,告警名称,告警层级,告警层级数字
679,RMT_34M,,
60109,FAN_COM_ERROR,,
406,RPJE_LIMIT,,
174,ELOSRCK,,
166,RSEDE2,,
165,RSEDE1,,
3434,BAT_TEMP UNDER,,
1107,2M_BOARD_SWR,,
1800,VC_LCK,,
2868,PTP_LOS_ANNOUNCE_PACKET,,
3430,HUMIDITY2 OVER,,
959,OTN_OPM_LOW,,
2513,ONU CPU Overload,,
1441,OTN_LRW_LRE,,
60146,SODN_WORKORDER_TIMEOUT,,
195,LASERC2,,
267,STRAP_BREAK,,
194,LASERC1,,
2806,Port_Link_Up,,
1803,VC_CSF,,
522,V5C-R-LOC,,
1027,TC_IEC,,
575,CLKALM,,
2433,UPGRADE_FILE_DISMATCH,,
2793,V6_ARP_EXC,,
732,SDH_LOF.,,
3335,MAC_LIMIT,,
1390,OTS3_CH_WAV_EX,,
1485,LINEP_IOP_LOW,,
60011,M_SMCCSFDIF,,
2492,RETEMPOVER,,
2097,CLOCK_B_FP,,
836,CH_ILS_E,,
1517,ODU1_LCK,ODUk,2
3432,HUMIDITY2 UNDER,,
1617,M_BCTRDIF,,
60100,LINK_ERROR,,
2448,AUTO_UPGRADE_ONU_FAILURE,,
62012,SUF_TW,,
3008,CCM LOC9,,
423,A/D_FAIL,,
3004,CCM LOC5,,
3005,CCM LOC6,,
3006,CCM LOC7,,
3007,CCM LOC8,,
597,XSIVE_COL,,
3001,CCM LOC2,,
3002,CCM LOC3,,
3003,CCM LOC4,,
1867,OTN_FEC_FDI,,
1869,OTN_SM_C_SD,,
2470,HUM_DOWN,,
650,P_W,,
60135,DBSPACE_OVER_THRESHOLD,,
1542,TCM3_LINK_REQUEST,,
1413,PRILOS_W.,,
2514,ONU MEMORY Overload,,
3410,MAIN FAIL,,
60049,ODU2_ODTU21_GMP_C8_LOSYN,,
355,PLD_PCT,,
2730,PM_SSF,ODUk,2
1554,TCM5_LINK_REQUEST,,
1002,AGGR_RS_TIM,,
60053,ODU1_ADP_FIFO_ERR,,
3074,OPTMODULE_TXPOWER_OVER_TW,,
1384,OTS3_CH_IOP_LOW,,
2510,NETWORK_SERVICE_QUALITY_LOWER,,
2536,TEMPERATURE_OVER,,
1299,E1_ERR.,,
2275,LINK_UP,,
2834,VPNFRR_SWR,,
3039,CFM_UNEXPECTED_LEVEL,,
432,GCTR_FAIL,,
2375,TOO_LONG_THRESH,,
2570,ATUC_UAS_OVER_THRESHOLD,,
1085,RS_UAS_LIMIT,,
2608,ETH_PORT_LOS,,
2705,XG_OPTMODULE_BIAS_OVER_WARNING,,
2472,ACVOLOVER,,
60054,ODU1_PIM_TIM,,
1848,AGGR_ODTU23_PM_C_SD,,
1233,PM_C_SD,,
1606,OTS2_ADJUST_ERR,,
2684,User Login Failed,,
479,G2_COMM,,
2664,UP_UNDER_SIZE_FRAME_OVER_THRESHOLD_WARNING,,
2753,PCS_LOBL,,
62055,HEATEX_CON_FAULT,,
2319,COMFAIL,,
2846,FAN_FAIL,,
2791,VRF_MAX_ROUTE_EXCEEDED,,
71,TEC_CT,,
2569,ATUC_SES_THRESH_TRAP,,
1773,VS_RDI,,
2303,Atuc_15MinESs,,
3047,FTTH_LOSS_LINK,,
60022,ROSW_LOCK_PROTECT,,
614,OTN_RF,,
55,V52CO_PS_PERR,,
12,FANIND,,
2082,SCCCUTTHROUGH,,
58,V52CO_BC_L3ERR,,
888,TRIB_MS_RDI,,
708,HP_SLM.,,
791,CFSW.,,
2052,MCCCUTTHROUGH,,
60074,OTP_IOP_HIGH,,
648,CLIENT_EOL,,
2638,UP_BROARDCAST_FRAMES_OVER_THRESHOLD,,
1355,LP_DEG,,
2747,M_BPROGROUPDIFS,,
1237,ATM_ELOOP,,
61063,eID INVALID,,
608,CC_LOC,,
1680,TCM4_BIP8_SES_LIMIT,ODUk,2
61056,RETEMPOVER_WARNING,,
60025,TOSW_MANUAL_CONTROL,,
2678,15 minutes Performance History Dumper over,,
60045,OPU2_125TS_MISMATCH,,
2696,KEYPROCESS_MEMORY_OVER_THRESHOLD,,
3418,RECITIF MODULE_FAIL,,
393,AU_LOP_T,,
611,OTN_TF,,
136,CASETEMP,,
2034,ODU0_AIS,ODUk,2
2659,REFERENCE_SOURCE_LOS,,
60012,M_SMCCDIF,,
3057,BTU_FLAUT,,
1124,SHDSL_ES_LIMIT,,
1572,OCH_FAULT,,
1566,LASER_OPM_LOW.,,
517,V5WAITING-UB,,
2614,CPU_VER_LOW,,
60021,TOSW_LOCK_MAIN,,
2396,TransmitFail,,
1674,TCM6_BIP8_ES_LIMIT,ODUk,2
2316,MCOMFAIL,,
2283,ATUC_PERF_LOLS_THRESH_TRAP,,
1240,SDH_ILOOP,,
418,RB_UNLK,,
2676,overSpaceMsg,,
2120,CFG_ERROR,,
111,CH_OLS,,
62030,OLP R1 Input Power Alarm,,
1482,LINE_P_FAULT,,
2089,1.2V,,
592,UAS_MS,,
2630,UP_UNICAST_FRAMES_OVER_THRESHOLD,,
61047,TOD_LOS,,
739,CH3_SUB_MAIN,,
286,ERRUA,,
729,SLOS.,,
1302,DGE_CH_ILS,,
2464,ONU_TO_OLT_RXPOWER_OVER,,
1191,MAC_REP,,
43,R_LOT,,
192,R_LOS,,
995,AGGR_OPM_HIGH,,
2110,BMU_H,,
2111,BMU_S,,
3442,AIR_CON2_TEMP UNDER,,
1645,TCM5_AIS,ODUk,2
1652,TCM6_LCK,ODUk,2
2763,ODU_REDUCTION,,
1431,TOSW_P_W,,
1486,OSW_MODE,,
1532,TCM2_TIM,ODUk,2
2401,PinAlarm,,
62067,Battery capacity too low,,
60133,MEM_OVER_THRESHOLD,,
1190,TOPO_DIF,,
2108,CHIP3_TEMP,,
751,OPTOP.,,
863,TRIB_LDOFF,,
1403,TX_LOOP_MDDLINE,,
299,MS_EXCER,,
1464,RPR_SWITCH_STEERING,,
1913,VP_SSF,,
1092,SWITCH,,
2502,RMT_LOOP,,
156,RSEDW2,,
110,CH_OPM,,
155,RSEDW1,,
505,V5WAITING-ESTDL,,
2540,User_defined_alarm3,,
2541,User_defined_alarm4,,
2542,User_defined_alarm5,,
2543,User_defined_alarm6,,
768,HP_SLU.,,
2466,User_defined_alarm1,,
2467,User_defined_alarm2,,
1410,GFP_LOF.,,
632,CLIENT_SDH_SD,,
2544,User_defined_alarm7,,
2545,User_defined_alarm8,,
2546,User_defined_alarm9,,
3458,BAT_DISCHARGE_CURR OVER,,
265,TEC_LIMIT,OTU,3
1007,AGGR_IOP_LOW,,
2827,IPFRR_SWR,,
60104,INNER_TEMP_HIGH,,
1490,TRIB_OTRX_ABSENT,,
628,CLIENT_SDH_LOS,,
62086,DETECTION_OF_DNS_DOS_ATTACK,,
924,LTIE2-2,,
923,LTIE2-1,,
1202,NODE_OF,,
1483,LINE_FAULT,,
163,TFPE1,,
164,TFPE2,,
2446,ATUR_LPR_OVER_THRESHOLD,,
624,CLIENT_SDH_LOF,,
61051,DCVOLOVER_WARNING,,
945,OCH_LOOP,,
1631,TRIB_LOOP,,
3336,MAC_FLAPPING,,
837,CH_ILS_W,,
1613,M_BSTRURDIF,,
786,LTIE_AIS,,
1777,MANUAL_SWITCH,ODUk,2
289,W_OUT_LOS,,
2385,US_CLIENT_1_CRC_THRESH,,
119,MS_FERF,,
749,FANALM.,,
792,OSW_FAIL,OTS,6
60106,CARD_TIMING_UPGRADE_SUCCESS,,
725,RMT_8M.,,
322,MS_RDI,CLIENT,1
785,LTIE_HDB3,,
2831,IPFRR_FORCE_SWITCH,,
1626,OTS3_RS232_COMM,,
1354,LP_RFI.,,
1640,OTN_LOM,OTU,3
1628,AGGR_OTRX_ABSENT,,
1639,OTN_LOF,OTU,3
2074,ODU4_AIS,ODUk,2
61026,ODU1 open connection indicator,,
2838,VPNFRR_FORCE_SWITCH,,
1690,TCM6_BIP8_UAS,,
2532,UPLINK_INVERSION,,
3036,BATTERY_3TEMPRATURE_OVER_THRESHOLD_ALARM,,
346,REFB_LOS,,
61049,BMC_SW,,
255,TU_AIS,,
1600,ADJUST_ERR,,
3324,TCM3_EXC,,
1415,PRILOS_E.,,
1392,OTS3_CH_OSNR_SD,,
61041,OOCR,,
1961,LAN_LOOP,,
635,OTN_LASERP,,
1771,HP_NPJE_ALARM,,
2506,ONU_REPLACE_REPLY_FAILED,,
1223,LINE_8kHz_FAIL,,
2064,FanSpeedAdd,,
1908,CARD_ABSENT.,,
60067,PCS_BIP8_SD,,
564,RING1_SWR,,
1039,MS_REI,,
2723,BUTTON_SWITCH,,
3060,ODU_OFFLINE,,
1814,SCLK_LOS,,
60062,BFD_FULL,,
1239,SDH_ELOOP,,
2817,K1K2_APS_MISMATCH,,
62,HP_FERF,,
2648,UP_COLLISIONS_OVER_THRESHOLD,,
2754,PCS_LOAML,,
127,V52PPERR,,
1673,TCM5_BIP8_ES_LIMIT,ODUk,2
272,CASE_TEMPH,,
2503,SYN_ALARM,,
178,ERAIS,,
655,CASE_TEMPL,,
1238,ATM_ILOOP,,
2278,ATUC_PERF_LOFS_THRESH_TRAP,,
2370,E1_LOS(OLD),,
971,HP_BBE_LIMIT,,
1952,M_SDCCSFDIF,,
1950,M_SCROSDIF,,
62025,HFA Pump1 Temperature Alarm,,
1449,DCVOLOVER.,,
2799,FL_IPV4_ONE,,
3394,HEAT_EX1 INDOOR SENSOR,,
1213,RING_FCSERR_BLIMIT,,
823,LTITW101,,
824,LTITW102,,
1066,LTITE5-1,,
2093,BKUP_POWER,,
757,LTILW2,,
755,LTILW1,,
1067,LTITE5-2,,
2593,TX_POWER_LOW_ALARM,,
2597,VCC_LOW_ALARM,,
1090,NB_FAIL,,
2535,Pon Switch,,
1352,TU_NPJE_ALARM,,
2289,ATUR_RATE_CHANGE_TRAP,,
1736,TEC_CCT,,
185,LFAN,,
2751,OTU_SSF,OTU,3
2389,CELL_BOUNDARY_LOSS,,
61005,DOWN_BANDWIDTH_UTILIZATION_OVER_THRESHOLD,,
1507,TRIB_PCS_ENCODERR_LIMIT,,
251,VAC_ALARM,,
236,COM_ABN,,
2500,PALM,,
688,CH_LOCK_BAK,,
2487,LVDS_ALM,,
979,RING8_SWR.,,
2698,Battery_Discharging,,
3051,RAU_OFFLINE,,
833,LTIE1_AIS.,,
117,MS_AIS,CLIENT,1
409,TR_TIM,,
1497,OTS_FPL,,
1779,TEMP_TCT,,
62087,DETECTION_OF_ICMP_DOS_ATTACK,,
1634,OTN_IOP_LOW,,
2033,E1_SLOOPL,,
19,EXIFP12,,
3058,ODU_FLAUT,,
1489,FE_ELOOP,,
1402,RX_LOOP_MDDHOST,,
2328,eponPdsCamOver,,
2400,LINK_LOSS,,
2084,CES_PK_LOS,,
2563,CPE_LOP,,
2745,M_BRADIUSDIF,,
62008,SF_TW,,
1648,TCM2_LCK,ODUk,2
626,CLIENT_TXLOL,,
2339,keyExchangeFailure,,
3449,AC VOLT OVER_PHASE R,,
3451,AC VOLT OVER_PHASE W,,
1630,AGGR_LOOP,,
900,TRIB_MS_SES_LIMIT,,
1641,TCM1_AIS,ODUk,2
62034,Fan Life Alarm,,
60131,SERVER_EXCEPTION,,
510,V5WAITING-ID,,
113,MPI_LOS,,
2440,ATUC_LOF_OVER_THRESHOLD,,
3382,DOOR,,
1729,ILS,OTS,6
60001,UNKNOW_BOARD_ALARM,,
153,TFPW1,,
154,TFPW2,,
1561,TCM6_LTC,ODUk,2
2442,ATUC_LPR_OVER_THRESHOLD,,
675,LOS_34M,,
2686,Illegal User Login,,
363,TR_TIIM,,
1235,VP_Configuration,,
1899,AGGR_ODTU23_PM_TIM,,
760,PWRA_FAIL,,
1188,RAL_E1,,
62079,MAC move detected on OLT,,
186,ERR3,,
227,C_SWR,,
33,LP_LOP,,
187,ERR6,,
623,CLIENT_RF,,
741,OTN_LDOFF,,
1151,AGGR_FEC_FDI,,
2812,SFP_EXIST,,
2830,IPFRR_MANUAL_SWITCH,,
1301,DGE_ILS,,
3363,SSM_SD,,
2567,TEMPERATURE_LOW,,
1360,CALL_REMOTE,,
787,RS_EXC.,,
821,LTITW91,,
822,LTITW92,,
1006,AGGR_IOP_HIGH,,
60110,FAN_SPEED_ERR,,
2264,CPU-OVERLOAD,,
1312,DGE_CH_IOP_HIGH,,
643,OTN_UAS,,
291,PLD_ALARM,,
60065,PRBS_LOSS,OCH,4
1043,CH3_RLOS,,
1231,PM_TIM,ODUk,2
1436,CLIENT_SD,,
2646,DOWN_CRC_32_ERRORS_OVER_THRESHOLD_WARNING,,
2772,ODU_RXLVL_HIGH,,
62039,MASTER_CONTACTOR_FAIL,,
1528,TCM1_SD,,
70,IOP,,
690,MS_FORCE_SWITCH,,
1332,OPM_COMM,,
2859,OMS_SSF,,
61007,DOWN_BANDWIDTH_UTILIZATION_LOWER_THRESHOLD,,
2378,CRC_ERR_THRESH,,
2779,EC_UTA,,
295,RAL,,
620,CLIENT_TF,,
21,EXIFP34,,
271,SET_ABN,,
776,OSC_OH_LOS,,
2658,DOWN_OCTETS_TRANSFERRED_OVER_THRESHOLD_ALARM,,
817,LTITW71,,
818,LTITW72,,
1401,TX_LOOP_MDDHOST,,
3337,REMOTE_OPTICAL_LOS,,
756,LTILE1,,
865,TRIB_TF,,
2027,MILS,,
758,LTILE2,,
1804,IOPM_HIGH,OMS,5
2001,M_BCFGRDIF_N,,
62093,PTP_CLOCK_UNLOCK,,
2398,AutoNegotiationFailure,,
3345,RX_W_TO_P,,
806,LTITW62,,
819,LTITW81,,
820,LTITW82,,
1146,LP_ES_LIMIT,,
3445,HEAT_EX1 VOLT UNDER,,
62035,Power Supply Out of range Alarm,,
563,OPARA_ERR,,
1722,LASER_OFF,,
1543,TCM3_LTC,ODUk,2
932,LTIW6-2,,
931,LTIW6-1,,
2131,LOS_UP,,
1862,OTN_SM_TIM,,
1444,2M_CARD_SWR,,
2663,OPT_MODULE_TYPE_MISMATCH,,
1357,BAKUP,,
1377,CLKLOS,,
2576,MAC Conflict,,
1222,BOARD_LOCK_BAK,,
60092,RDI,,
1978,TMP_SSF.,,
801,LTITW41,,
802,LTITW42,,
529,V52CO_C_L3ERR,,
805,LTITW61,,
1759,HALF_DUPLEX,,
60079,ODU_LOM,ODUk,2
2114,OPUk_CSF,ODUk,2
587,I_DS,,
60078,ODU_LOF,ODUk,2
226,SW_FAIL,ODUk,2
1341,AU_PPJE_ALARM,,
2497,INUNDATION,,
60113,OPT_LINK_CHANGE_WARNING,,
783,OSC_2M3_AIS,,
803,LTITW51,,
804,LTITW52,,
1732,GAIN_LOW,OTS,6
1086,MS_UAS_LIMIT,,
1636,WRITEFLASHERR,,
631,CLIENT_SDH_TIU,,
321,E_RS_LOF,,
2456,ONU_REGISTER_FAILED(EPON ONU、15/16),,
60006,FTIPALM,,
61021,Low-level channel is not loaded,,
1529,TCM1_BEI_SD,ODUk,2
625,CLIENT_SDH_TIM,,
1226,E1_OOF,,
2650,DOWN_COLLISIONS_OVER_THRESHOLD,,
1162,PARA_TF,,
2539,LOOPBACK,,
62076,Erps link protection state alarm,,
568,RING5_SWR,,
1492,TEST,,
2511,CPU_USAGE_OVER_THRESHOLD,,
3341,RX_LOCK_MAIN,,
799,LTITW31,,
800,LTITW32,,
1272,RX_R,,
867,TRIB_RF,,
898,TRIB_MS_ES_LIMIT,,
2810,Remote_Device_Power_Down,,
1591,GFP_UPM,,
2577,SN_CONFLICT,,
318,LOAD_SHORT,,
1873,PTP_LOS,,
1136,POWERALM1V2,,
1135,POWERALM1V5,,
1017,TRIB_SD,,
338,E12_FAIL,,
990,POWERALM1V8,,
75,SES_LIMIT,,
3395,HEAT_EX2 INDOOR SENSOR,,
2412,TOTAL_BANDWIDTH_OVER,,
1350,SYSPWRALM,,
1407,RPR_SWITCH,,
1260,BACK,,
642,OTN_SES_LIMIT,,
965,CH3_RSW,,
1499,POWER_UINIT1_FAIL,,
41,LP_TIU,,
2402,PoutAlarm,,
1488,FE_ILOOP,,
1416,TC_REI.,,
2738,UNKNOWN_ALARM_CODE,,
3330,E1_CASMFL,,
2699,BATTERY_TEMPRATURE_LOW_THRESHOLD_ALARM,,
2333,standardLinkFault,,
2405,NO_OPTICS_SIGNAL(TDM),,
1307,OTS2_ILS,,
124,V52CCERR,,
60127,The Mac Address Number of Core Switchboard Over,,
3046,BATTERY_FAIL,,
60098,E1_LOMF,,
60125,AIS,,
209,BATTALM,,
327,WT_IN,,
1707,SM_BEI_UAS,,
710,RS_TIM.,,
2587,IAD_CONNECTION_FAILURE,,
2566,DOWNSPEED_THRESHOLD,,
1992,CFG_MISMATCH,,
1893,CLIENT_FEC_C_SD,,
403,OALIFE,,
728,LOF.,,
909,HP_EXC,,
1275,ERR6_R,,
2718,UP_BANDWIDTH_UTILIZATION_OVER_THRESHOLD,,
142,LTIE2(HZ),,
1439,COUNT_OVF,,
1735,MANUAL_SET_FERF,,
2357,ACV_LOW,,
1242,RLS,,
62049,HEATEX_VOLOVER,,
883,GROUP_LDTCT,,
1746,W_RECOG_ERR,OTS,6
2151,WAN2_LOS,,
1504,PPHY_OFF,,
60061,BFD_DOWN,,
1578,P_W_R,,
60070,EDFA_OOP_HIGH,,
60105,INNER_TEMP_LOW_ALARM,,
1515,SM_LINK_REQUEST,,
1580,P_W_T,,
1110,SWR_WEST,,
1145,LODS,,
1790,VP_AIS,,
1813,BAK_5V_FAIL,,
3064,LINK2_BER_ALARM,,
358,RMT,,
40,LP_TIM,,
1959,E1_LOOP,,
790,fDISABLE,,
2688,ONU_REPLACING_FAIL,,
1298,E1_OVT,,
132,RS_EXBER,,
1294,-48V1ALM,,
172,ENET_SYER,,
1558,TCM6_SD,,
2113,PTP_CLK_ALM,,
577,BACKUP,,
421,MAIS,,
452,BREAK_BAT,,
2306,Atuc_InitFailure,,
919,LTIE1-1,,
920,LTIE1-2,,
62040,BACKUP_CONTACTOR_FAIL,,
3419,RECITIF MODULE_LINK_FAIL,,
1108,34M_BOARD_SWR,,
1769,SCK_LOS,,
774,OSC_8M_OOF,,
885,GROUP_LDCCT,,
2496,INFRARED,,
2828,IPFRR_SW_FAIL,,
707,HP_LOM.,,
879,TRIB_RS_SD,,
2719,POWER_HIGH_48V,,
60148,SODN_SUB_FRAME_DOES_NOT_EXIST,,
1373,8MCLKALM,,
1957,PORT_DROP,,
1327,DGE_IN_FPL,,
60085,OPU_CSF,ODUk,2
834,LTIE2_AIS.,,
2710,XG_OPTMODULE_TXPOWER_LOW_WARNING,,
54,V52CO_PS_L3ERR,,
717,MS_SD.,,
1293,noname,,
1533,TCM2_BDI,ODUk,2
1122,SHDSL_CRC_ERR,,
1380,OTS3_CH_ILS,,
894,TRIB_RS_SES_LIMIT,,
980,RING9_SWR.,,
62108,ANNOUNCE_RX_TIMEOUT,,
273,PRIDS,,
3405,BACKUP INPUT CON_IN1,,
3406,BACKUP INPUT CON_IN2,,
3407,BACKUP INPUT CON_IN3,,
3408,BACKUP INPUT CON_IN4,,
3409,BACKUP INPUT CON_IN5,,
1937,CARD_TCT.,,
2740,ACCESS_CAPACITY_ALARM,,
2736,TCM6_SSF,ODUk,2
1427,.TOSW_FAIL.,,
60082,ODU_LCK,ODUk,2
2444,ATUR_LOF_OVER_THRESHOLD,,
62100,PTP_PASSIVE_OFFSET_OVERFLOW,,
219,S1_MISS,,
1656,TCM4_OCI,,
2305,Atuc_15MinLol,,
2287,ATUR_PERF_LPRS_THRESH_TRAP,,
1775,VP_RDI,,
2726,DELAY_REQ_RX_TIMEOUT,,
2300,Atuc_15MinLof,,
858,LASER_OPM_LOW,,
1170,Q_DCLP0,,
1478,R_E1_LOOP,,
1695,TCM3_BEI_ES_LIMIT,ODUk,2
794,OSC_SD.,,
1865,CLIENT_SM_C_SD,,
2101,CHIP2_FAIL,,
2632,DOWN_UNICAST_FRAMES_OVER_THRESHOLD,,
407,MRMT,,
711,RS_TIU.,,
511,LTIL32,,
504,LTIL30,,
507,LTIL31,,
502,LTIL29,,
497,LTIL27,,
2775,AC_POA,,
500,LTIL28,,
1458,CHP_RLOS,,
3076,TX_POWER_HIGH_ALARM_TW,,
654,LTEMP_H,,
653,LTEMP_L,,
1843,AGGR_PM_TIM,,
1864,CLIENT_FEC_FDI,,
1870,BAND_MISMATCH,,
257,LDMANOFF,,
1587,OMS_MID_OLS,,
1854,CUT.,,
1563,OPU2_MSIM,,
274,CH_IN_OSD,,
478,LTIL21,,
481,LTIL22,,
2147,LOP_15,,
475,LTIL20,,
491,LTIL25,,
494,LTIL26,,
485,LTIL23,,
770,CLIENT_SDH_EXBER,,
488,LTIL24,,
1279,LOCK_BAK,OCH,4
471,LTIL18,,
647,CLIENT_UAS,,
473,LTIL19,,
465,LTIL16,,
1714,TCM6_BEI_UAS,,
1727,ODU3_OCI,ODUk,2
469,LTIL17,,
2041,PBRS_ENABLE,,
422,EDFA1_PUMP_FAIL,,
2129,LOLN,,
1547,TCM4_BEI_SD,ODUk,2
2302,Atuc_15MinLpr,,
1958,CRC_PACKET_LIMIT,CLIENT,1
2556,CCM_MISTAKE_CONNECT,,
398,PPS_LOS,,
433,LTIL10,,
680,V5P_PERGRAM_RESET,,
441,LTIL11,,
2301,Atuc_15MinLos,,
1169,U_TOVF,,
456,LTIL14,,
2564,UndersizeFrame Threshold,,
462,LTIL15,,
446,LTIL12,,
453,LTIL13,,
1177,I_OAMERRI,,
1465,LPT_WAIT,,
11,FANALM,,
530,DISP_ERR,,
2862,OTS_LOS_P,,
78,LOOP,,
572,RING9_SWR,,
1347,IOP_LOW.,,
281,RA_LOS,,
1045,TRIB_IOP_LOW,,
60099,E1_RAI_MF,,
426,DECODE_SW,,
2863,OTS_LOS_O,,
60010,M_SMCCIRDIF,,
1068,LTITE6-1,,
1069,LTITE6-2,,
1111,SWR_EAST,,
3365,ENVIRONMENT_TEMP_ABNORMAL,,
2018,E1_ES_LIMIT,,
715,CH_OPM.,,
891,GROUP_EOL,,
2276,LINK_DOWN,CLIENT,1
445,RXR,,
2768,ISIS_ADJACENCY_CHANGE,,
1030,GFP_LOF,,
1904,MANUAL_SW,,
3032,ETH_PORT_CONGESTION(OLD),,
3421,RECITIF MODULE_FAN FAIL,,
62075,Battery Cell discharge current over,,
740,CH4_SUB_MAIN,,
2365,LINK_ID,,
2528,LOAM_LOS,,
2636,DOWN_RX_MULTICAST_FRAMES_OVER_THRESHOLD,,
60028,BMUALM,,
1484,LINEW_IOP_LOW,,
345,E_UNLOCK,,
600,C_LOS,,
2512,MEM_USAGE_OVER_THRESHOLD,,
1388,OTS3_CH_IOP_HIGH,,
1152,FPIN_LOS,,
62101,OUTSIDE_PTP_OFFSET_OVERFLOW,,
762,PWRA_VCCALM,,
1698,TCM6_BEI_ES_LIMIT,ODUk,2
62007,DOW_TW,,
1510,OTU1_AIS,OTU,3
1856,PM_TIM.,,
60008,M_BMCCSFDIF,,
2781,BATC_FFA,,
723,OPM.,,
2007,M_BFENBDIF_N,,
61053,ENV_TEMP_OVER_WARNING,,
1493,DLOOP,,
61004,Business slot change alarm of ODN device,,
2581,CARD_TYPE_NOT_IDENTICAL,,
2600,TX_POWER_HIGH_WARNING,,
2103,CHIP1_LOS,,
1734,FERF,,
1953,TMS_CV_LOS,,
175,WLOST,,
2666,DOWN_UNDER_SIZE_FRAME_OVER_THRESHOLD_WARNING,,
62016,DOWN_BIP8_OVER_THRESH_ALARM_TW,,
2161,LOS3,,
2160,LOS2,,
2159,LOS1,,
2165,LOS7,,
2164,LOS6,,
1689,TCM5_BIP8_UAS,,
2163,LOS5,,
2162,LOS4,,
2166,LOS8,,
3368,GE_FAIL,,
2732,TCM2_SSF,ODUk,2
2505,ONU_REPLACE_SUCCESSFUL,,
1876,VPLB_LOS,,
425,REF_FALI,,
2622,DOWN_BIP8_OVER_THRESH_ALARM,,
61019,Low-order path signal label mismatch,,
2127,FSDAALM,,
913,HP_ES_LIMIT,,
2657,DOWN_OCTETS_TRANSFERRED_OVER_THRESHOLD_WARNING,,
1616,M_BDCCDIF,,
60069,EDFA_OOP_LOW,,
795,LTITE91,,
796,LTITE92,,
2282,ATUC_RATE_CHANGE_TRAP,,
1556,TCM6_TIM,ODUk,2
1706,TCM6_BEI_SES_LIMIT,ODUk,2
3068,FLASH_USAGE_OVER_THRESHOLD,,
62080,DETECTION_OF_OLT_MAC_DOS_ATTACK,,
1137,OSW1_LOCK,,
1105,LP_SWR,,
1425,OTS_W_IOP_LOW,,
2130,LOUP,,
62094,PTP_HARDWARE_FAULT,,
1878,OA_TF,,
18,SCKI,,
687,CH_LOCK_MAIN,,
1742,FLAT_EXC,OTS,6
886,TRIB_MS_AIS,,
1422,OTS_W_ILS,,
1900,TRIB_FEC_D_SD,,
827,LTITE71,,
828,LTITE72,,
1176,CRQ_OVF,,
1026,TC_UNEQ,,
905,BACK_OLS,,
1391,OTS4_CH_WAV_EX,,
2121,CROSS_MISMATCH,,
3069,LINK6_BER_ALARM,,
2457,HG_REGISTER_FAILED,,
2583,LINE_CARD_DISCONNECT,,
830,LTITE82,,
180,LDTALM,,
61008,E1_SERVICE_INTERRUPTION,,
1910,ALM_MAIN_CH,,
829,LTITE81,,
1886,HP_CSES_LIMIT,,
2488,LINKFAIL,,
1995,MS_CH_TEST,,
60132,CPU_OVER_THRESHOLD,,
292,RMT_8M,,
1604,OTS4_RECOG_ERR,,
1442,OTN_LRE_LRW,,
970,CH4_TSW,,
813,LTITE51,,
2644,DOWN_FRAMES_DROPPED_OVER_THRESHOLD,,
814,LTITE52,,
3379,MODULE_UNAUTHENTICATED,,
1412,TRIB_SD.,,
1109,E155/E4_BOARD_SWR,,
1227,PPI_OOF,,
1174,HP_BIP8,,
1996,GFP_LFD.,,
998,AGGR_RS_ES_LIMIT,,
60034,ODU2_LOM,,
1052,LTITE10-1,,
1053,LTITE10-2,,
2711,USER_MAC_SPOOFING,,
1522,PM_BDI,ODUk,2
60035,ODU2_LOF,,
1919,CONTEXT_PACKET_LOS,,
6,MS_SD,,
60005,PM_THRESHOLD_WARNING,,
1329,OTS1_FPL,,
815,LTITE61,,
816,LTITE62,,
2586,PHYSICAL_INTRUSION,,
3354,SPANLOSS_OVERRUN,,
2790,VRF_MIN_ROUTE_EXCEEDED,,
60136,Alarm Frequency Over Threshold,,
1386,OTS3_IOP_HIGH,,
2814,OOP_LIMIT_RECOVER,,
1593,GFP_LFD,ODUk,2
2668,LIGHTNING_PROTECT_FAIL,,
